NCT Number,Title,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Start Date,Primary Completion Date,Completion Date,allocation,intervention_model,observational_model,time_perspective,masking,primary_purpose,country,Start_Month,Start Year,Is_Country_Unknown,Study_Duration_Days
NCT04378777,Immunophenotyping Assessment in a COVID-19 Cohort,"Active, not recruiting",No Results Available,Coronavirus Disease 2019 (COVID-19)|SARS-CoV-2,Procedure: Biological sample collection|Procedure: Data Collection: Clinical Care Assessments,"Mortality Rate Among COVID-19 Patients|Proportion of Patients with COVID-19 who Require Intensive Care Unit (ICU)-Level Care, Mechanical Ventilatory Support (MV), and/or Extracorporeal Membrane Oxygenation (ECMO) Over Time to Day 28|Proportion of Patients with COVID-19 who Develop Shock, Secondary Organ Failure, or Secondary Infection Over Time to Day 28|Mechanistic: Longitudinal Assessment of Viral Load by Semi-Quantitative Polymerase Chain Reaction (PCR) Over Time to Day 28|Mechanistic: Antibody Isotype/Subclass Classification and Functionality Over Time through Day 28 and at follow-up through month 12|Mechanistic: Longitudinal Assessment of Inflammatory Mediators as Collected Over Time to Day 28|Mechanistic: Longitudinal Assessment of Markers of Myocardial Injury Over Time to Day 28|Duration of Mechanical Ventilation in Patients with COVID-19 Over Time to Day 28|Proportion of Patients with COVID-19 with Requirement for New (Or Increased from Baseline if on Home Oxygen) Supplemental Oxygen Over Time to Day 28|Requirement for Extracorporeal Membrane Oxygenation (ECMO) in COVID-19 Patients with COVID-19 Over Time to Day 28|Mechanistic: Immune Cell Frequencies and Activation Status (CyTOF) in Blood and Endotracheal Aspirate over time Through Day 28 and In blood at Select Study Visits Through Month 12|Mechanistic: Gene Expression (Transcriptomics) in Blood|Mechanistic: Gene Expression (Transcriptomics) in Respiratory Epithelium|Mechanistic: Gene Expression (Transcriptomics) in Plasma Protein|Mechanistic: Gene expression (Transcriptomics) in Metabolic Profiling|Mechanistic: Circulating Immune Mediators Assessed by OLINK Methodology",National Institute of Allergy and Infectious Diseases (NIAID)|Benaroya Research Institute|Boston Children's Hospital,All,"18 Years and older   (Adult, Older Adult)",N/A,1227,NIH|Other,Observational,2020-05-01,2021-03-19,2022-03-01,N/A,N/A,Cohort,Prospective,N/A,N/A,United States,2020-05,2020,False,669
NCT04351646,Diagnostics of COVID-19/DARTS (Development and Assessment of Rapid Testing for SARS-CoV-2 Outbreak),Not yet recruiting,No Results Available,COVID-19,N/A,Antibody titres to SARS-CoV-2,"St George's, University of London",All,"18 Years and older   (Adult, Older Adult)",N/A,500,Other,Observational,2020-04-15,2022-04-15,2022-04-15,N/A,N/A,Cohort,Prospective,N/A,N/A,United Kingdom,2020-04,2020,False,730
NCT04538469,"Absent Visitors: The Wider Implications of COVID-19 on Non-COVID Cardiothoracic ICU Patients, Relatives and Staff",Not yet recruiting,No Results Available,Cardiovascular Diseases|Delirium|Critical Illness|Intensive Care Unit Delirium|Thoracic Diseases|Respiratory Failure|Cardiac Disease|Cardiac Failure,Other: COVID visitation restrictions,Duration of delirium|Incidence of delirium|Length of critical care stay|Length of hospital stay|Doses of specified drugs during ICU admission|Length of time ventilated|Mortality,University of Glasgow|Golden Jubilee National Hospital,All,"18 Years to 100 Years   (Adult, Older Adult)",N/A,1000,Other,Observational,2020-09-01,2021-12-01,2021-12-01,N/A,N/A,Cohort,Retrospective,N/A,N/A,Unknown,2020-09,2020,True,456
NCT04632043,Early Versus Delayed Intubation of Patients With COVID-19,Recruiting,No Results Available,COVID-19|Acute Hypoxemic Respiratory Failure,Other: Endotracheal intubation,Time from onset of severe acute hypoxemic respiratory failure to intubation|Organ failure-free days|Need for continuous renal replacement therapy|Ventilator-free days|ICU-free days|Mortality|Number of severe post-intubation adverse events,Evangelismos Hospital,All,"18 Years and older   (Adult, Older Adult)",N/A,80,Other,Interventional,2020-11-18,2021-05-01,2021-06-01,Randomized,Parallel Assignment,N/A,N/A,None (Open Label),Treatment,Greece,2020-11,2020,False,195
NCT04370015,Hydroxychloroquine Chemoprophylaxis for COVID-19 Infection in High-risk Healthcare Workers.,Not yet recruiting,No Results Available,SARS-CoV-2|Healthcare Workers,Drug: Hydroxychloroquine|Drug: Placebo oral tablet,Prevention of SARS-CoV-2 as determined by negative RT-PCR at the end of 12 week study period|Safety as determined by presence or absence of any adverse event related with hydroxychloroquine treatment|Confirmed SARS-CoV-2 infection based on symptoms and confirmed by RT-PCR|Clinical disease severity in confirmed SARS-CoV-2 participants|Incidence of any acute respiratory infection,"Services Institute of Medical Sciences, Pakistan",All,18 Years to 60 Years   (Adult),N/A,374,Other,Interventional,2020-05-15,2020-06-30,2020-10-15,Randomized,Parallel Assignment,N/A,N/A,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",Prevention,Unknown,2020-05,2020,True,153
NCT04703777,Relationship Between Social Status and Use of Healthcare Services During the Confinement Period Linked to the COVID-19 Epidemic,Recruiting,No Results Available,Covid-19,N/A,"Retrospective study on the relationship between social status and use of healthcare services during the confinement period linked to the COVID-19 epidemic in Bas-Rhin, France","University Hospital, Strasbourg, France",All,"18 Years and older   (Adult, Older Adult)",N/A,500,Other,Observational,2020-04-04,2021-04-04,2021-04-04,N/A,N/A,Case-Only,Retrospective,N/A,N/A,France,2020-04,2020,False,365
NCT04345315,"Correlative Study on Cancer Patients and Healthcare Professionals Exposed to Infection by Severe Acute Respiratory Syndrome-Corona Virus-2 (SARS-Cov-2), COVID-19 Causative Agent.",Recruiting,No Results Available,COVID-19|SARS-CoV-2,Other: serological test|Other: Rapid molecular test|Genetic: Next generation Sequencing (NGS) analysis|Other: serum chemistry analysis,epidemiology|Immunoglobulin G (IgG) and Immunoglobulin M (IgM) antibodies evaluation|methods comparison|correlation between biochemical and coagulative factors with SARS-CoV-2 positivity.|phylogenetic map|interactions between the virus and host cells,Istituto Scientifico Romagnolo per lo Studio e la cura dei Tumori|AUSL Romagna,All,"18 Years and older   (Adult, Older Adult)",N/A,500,Other,Observational,2020-03-27,2021-03-01,2022-03-01,N/A,N/A,Cohort,Other,N/A,N/A,Italy,2020-03,2020,False,704
NCT04452669,VentaProst in Subjects With COVID-19 Requiring Mechanical Ventilation,Recruiting,No Results Available,COVID-19,Drug: VentaProst (inhaled epoprostenol delivered via a dedicated delivery system),Reduction in Respiratory Failure|Reduction in Cardiac/Circulatory Failure|Improvement in Oxygenation|Improved Clinical Outcomes,Aerogen Pharma Limited|Ohio State University,All,"18 Years and older   (Adult, Older Adult)",Phase 2,20,Industry|Other,Interventional,2020-09-15,2021-05-01,2021-09-01,Randomized,Parallel Assignment,N/A,N/A,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",Treatment,United States,2020-09,2020,False,351
NCT04357834,WAVE. Wearable-based COVID-19 Markers for Prediction of Clinical Trajectories,Recruiting,No Results Available,COVID|COVID 19|SARS-CoV 2,Other: Equipment with smartwatch throughout hospital stay on the general ward,Diagnostic accuracy of smartwatch data in predicting ICU requirement in COVID-19 contracted inpatients quantified as the area under the receiver operator characteristics curve (AUC ROC > 0.85).|Diagnostic accuracy of routine physiological data in predicting ICU requirement in COVID-19 contracted in-patients quantified as the area under the receiver operator characteristics curve (AUC ROC > 0.85).|Diagnostic accuracy of predicting hospital discharge without ICU admission in COVID-19 contracted in-patients quantified as area under the receiver operator characteristics curve|Change of heart rate from baseline (hospitalization) to ICU admission|Change of heart rate variability from baseline (hospitalization) to ICU admission|Change of skin temperature from baseline (hospitalization) to ICU admission|Change of blood oxygen saturation from baseline (hospitalization) to ICU admission|Change of respiration rate from baseline (hospitalization) to ICU admission|Change of physical activity from baseline (hospitalization) to ICU admission|Change of stress level from baseline (hospitalization) to ICU admission|Change of sleep pattern from baseline (hospitalization) to ICU admission|Change of steps per day from baseline (hospitalization) to ICU admission|Change of systolic blood pressure from baseline (hospitalization) to ICU admission|Change of diastolic blood pressure from baseline (hospitalization) to ICU admission|Change of body temperature from baseline (hospitalization) to ICU admission|Change of oxygen partial pressure (pO2) from baseline (hospitalization) to ICU admission|Change of CO2 partial pressure (pCO2) from baseline (hospitalization) to ICU admission|Change of blood pH from baseline (hospitalization) to ICU admission|Change of bicarbonate from baseline (hospitalization) to ICU admission|Change of base excess from baseline (hospitalization) to ICU admission|Change of oxygen flow rate from baseline (hospitalization) to ICU admission,"University Hospital Inselspital, Berne|ETH Zurich",All,"18 Years to 120 Years   (Adult, Older Adult)",N/A,100,Other,Observational,2020-05-01,2021-12-31,2021-12-31,N/A,N/A,Other,Prospective,N/A,N/A,Switzerland,2020-05,2020,False,609
NCT04410510,P2Et Extract in the Symptomatic Treatment of Subjects With COVID-19,Recruiting,No Results Available,COVID|Coronavirus Infection|SARS-CoV 2|COVID19,Drug: P2Et (Caesalpinia spinosa extract)|Other: Placebo,"Evaluate the efficacy of P2Et in reducing the length of hospital stay of patients with clinical suspicion or confirmed case of COVID-19|Efficacy of P2Et in reducing the time to clinically significant improvement in patients with clinical suspicion or confirmed case of COVID-19|Proportion of patients with clinical suspicion or confirmed case of COVID-19, who achieve clinical improvement after 14 days of treatment|Proportion of patients with clinical suspicion or confirmed case of COVID-19, who achieve clinical improvement after 28 days of treatment|Efficacy of P2Et in reducing the proportion of hospitalized patients with clinical suspicion or confirmed case of COVID-19 who require admission to the ICU due to worsening clinical symptoms.|Efficacy of P2Et in reducing the proportion of patients with clinical suspicion or confirmed case of COVID-19 who die from the disease.|Incidence of Treatment-Emergent Adverse Events (Safety and Tolerability) of the P2Et in patients with COVID-19",Hospital Universitario San Ignacio|Pontificia Universidad Javeriana,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,100,Other,Interventional,2020-09-30,2020-12-01,2021-06-01,Randomized,Parallel Assignment,N/A,N/A,"Triple (Participant, Care Provider, Investigator)",Supportive Care,Colombia,2020-09,2020,False,244
NCT04551378,The Effect of COVID-19 Pandemic on Adolescent and Young Adult Cancer Patients and Survivors,Recruiting,No Results Available,COVID-19 Infection|Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm,Other: Quality-of-Life Assessment|Other: Survey Administration,Coronavirus disease 2019 (COVID-19) specific psychological stress|Survey responses|Patient reported outcomes|Changes of survey responses|Changes in discrete responses|Incidence of survey question non-response,M.D. Anderson Cancer Center|National Cancer Institute (NCI),All,18 Years to 39 Years   (Adult),N/A,600,Other|NIH,Observational,2020-07-13,2021-12-31,2021-12-31,N/A,N/A,Cohort,Prospective,N/A,N/A,United States,2020-07,2020,False,536
NCT04421612,COVID-19 - No Health Without Mental Health,Recruiting,No Results Available,Covid19|Anxiety,Behavioral: Co-mestring (co-coping),The Patient Health Questionnaire|The Generalized Anxiety Disorder Scale|Positive and negative affect|Perceived Stress Scale|Client Satisfaction Scale,Haukeland University Hospital,All,"18 Years and older   (Adult, Older Adult)",N/A,400,Other,Interventional,2020-04-02,2021-03-01,2021-12-31,Randomized,Parallel Assignment,N/A,N/A,None (Open Label),Supportive Care,Norway,2020-04,2020,False,638
NCT04366024,A Novel Nomogram to Predict Severity of COVID-19,Recruiting,No Results Available,COVID-19 Disease|Nomogram Model,Other: other,the consistency of predicted severe rate and observed severe rate of COVID-19 patients|Duration of severe illness,Xinqiao Hospital of Chongqing,All,"18 Years and older   (Adult, Older Adult)",N/A,1000,Other,Observational,2020-01-17,2020-08-30,2021-12-31,N/A,N/A,Case-Only,Retrospective,N/A,N/A,China,2020-01,2020,False,714
NCT04534608,COVID-19 Child Health Investigation of Latent Disease in Hamburg,"Active, not recruiting",No Results Available,SARS-CoV-2|Covid19,N/A,Acute infection by SARS-CoV-2|Seroconversion for SARS-CoV-2|Immune phenotyping|HLA Typing|Matabolomics,Universitätsklinikum Hamburg-Eppendorf|Altona Children's Hospital|Wilhelmstift Children´s Hospital|Helios Mariahilf Klinik Hamburg|Asklepios Klinik Nord - Heidberg,All,"up to 18 Years   (Child, Adult)",N/A,6000,Other,Observational,2020-05-11,2020-06-30,2021-03-31,N/A,N/A,Family-Based,Prospective,N/A,N/A,Germany,2020-05,2020,False,324
NCT04806529,"An Efficacy, Immunogenicity and Safety Study Investigating an Adjuvanted SARS-CoV-2 Influenza Vaccine to Protect Against COVID-19 in Adults Over Aged 18 Years-old and Older",Withdrawn,No Results Available,Influenza,Drug: Adjuvanted SARS-CoV-2 Subunit vaccine (aCoV2)|Drug: Comparator,"Primary endpoint - preventing first occurrence of virologically-confirmed (RT-PCR) symptomatic COVID-19 cases as defined by ECDC guidance|Co-primary endpoint - If successful, the co-primary measure of efficacy is preventing first-occurrence of symptomatic COVID-19 as defined by the US FDA guidance|Secondary endpoint #1 - preventing first occurrence of RT-PCR confirmed severe COVID-19|Secondary endpoint #2 - number of subjects hospitalized with RT-PCR-confirmed COVID-19 versus placebo|Secondary endpoint #3- number of subjects admitted to ICU with RT-PCR-confirmed COVID-19 versus placebo",Seqirus,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,0,Industry,Interventional,2020-12-15,2020-12-15,2022-04-09,Randomized,Parallel Assignment,N/A,N/A,"Triple (Participant, Care Provider, Investigator)",Prevention,Unknown,2020-12,2020,True,480
NCT04371835,COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings,Recruiting,No Results Available,HIV-infection/Aids|Coronavirus Infection,N/A,Clinical features of symptomatic COVID-19 in people living with HIV (PLWH)|Clinical outcomes of symptomatic COVID-19 in PLWH|Seroprevalence of COVID-19 in all parent study participants,"Kirby Institute|University of Witwatersrand, South Africa|University of Liverpool|Université Montpellier|UNITAID|ViiV Healthcare",All,"18 Years and older   (Adult, Older Adult)",N/A,1500,Other|Industry,Observational,2020-08-12,2021-12-31,2021-12-31,N/A,N/A,Cohort,Prospective,N/A,N/A,Argentina,2020-08,2020,False,506
NCT04401033,Increased Risk of SARS-CoronaVirus-2 (SARS-CoV-2) Infection Associated With Endoscopy (DECORE Study),Completed,No Results Available,SARS-CoV 2|COVID,Behavioral: Telephonic medical visit|Procedure: Gastrointestinal endoscopy|Procedure: Abdominal ultrasound,SARS-CoV-2 infection in patients|SARS-CoV-2 infection in HCW,Hospital del Río Hortega,All,"18 Years and older   (Adult, Older Adult)",N/A,450,Other,Observational,2020-05-11,2020-06-30,2020-06-30,N/A,N/A,Cohort,Prospective,N/A,N/A,Spain,2020-05,2020,False,50
NCT04708327,Phase 2 Trial to Evaluate Safety and Efficacy of CYTO-205 in Mild COVID-19,Not yet recruiting,No Results Available,Covid19,Drug: Naltrexone Hydrochloride,Proportion of patients who demonstrate progression of COVID-19 disease,"Cytocom, Inc.",All,"18 Years and older   (Adult, Older Adult)",Phase 2,75,Industry,Interventional,2021-04-01,2022-04-01,2022-04-01,Randomized,Parallel Assignment,N/A,N/A,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",Treatment,Unknown,2021-04,2021,True,365
