study_id,outcome_type,measure,time_frame,description
1851,Not Specified,Oxygen therapy,Not specified,Detailed in measure
1851,Not Specified,Critical care admissions,Not specified,Detailed in measure
1851,Not Specified,Mechanical ventilation,Not specified,Detailed in measure
1851,Not Specified,Mortality,Not specified,Detailed in measure
1851,Not Specified,Hospitalisation duration with fever or respiratory illness,Not specified,Detailed in measure
1851,Not Specified,Unplanned work absenteeism,Not specified,Detailed in measure
1851,Not Specified,Local and systemic adverse events to bcg vaccination in healthcare workers,Not specified,Detailed in measure
1852,Not Specified,First occurrence of virologically confirmed (rt pcr positive) symptomatic cases of covid 19,Not specified,Detailed in measure
1852,Not Specified,First occurence of virologically confirmed (rt pcr positive) symptomatic cases of covid 19 based on the case definition for the secondary efficacy symptomatic endpoint,Not specified,Detailed in measure
1852,Not Specified,Virologically confirmed (rt pcr positive) severe cases of covid 19,Not specified,Detailed in measure
1852,Not Specified,Virologically confirmed covid 19 cases of any severity occurring among participants 18 through of age and ≥ of age,"59 years, 60 years",Detailed in measure
1852,Not Specified,Virologically confirmed covid 19 asymptomatic and symptomatic cases occurring from two weeks after the second vaccination,Not specified,Detailed in measure
1852,Not Specified,Reactogenicity and safety,Not specified,Detailed in measure
1852,Not Specified,The occurrence of enhanced respiratory disease episodes,Not specified,Detailed in measure
1852,Not Specified,Immunogenicity: lot to lot consistency of three consecutive gmp lots,Not specified,Detailed in measure
1852,Not Specified,Geometric mean titer (gmt) of sars cov 2 specific neutralizing antibody (nab),Not specified,Detailed in measure
1853,Not Specified,Lung injury score,Not specified,Detailed in measure
1853,Not Specified,Angiotensin 1 7 (ang 1 7) changes over time,Not specified,Detailed in measure
1853,Not Specified,Angiotensin 1 5 (ang 1 5) changes over time,Not specified,Detailed in measure
1853,Not Specified,Renin changes over time,Not specified,Detailed in measure
1853,Not Specified,Aldosterone changes over time,Not specified,Detailed in measure
1853,Not Specified,Angiotensin converting enzyme (ace) changes over time,Not specified,Detailed in measure
1853,Not Specified,Frequency of adverse events and severe adverse events,Not specified,Detailed in measure
1853,Not Specified,Angiotensin ii (ang ii) changes over time,Not specified,Detailed in measure
1853,Not Specified,Sequential organ failure assessment score(sofa score) over time,Not specified,Detailed in measure
1853,Not Specified,"Transe membrane protease ,serine ii (tmprss2) changes over time",Not specified,Detailed in measure
1853,Not Specified,Testosterone levels changes over time,Not specified,Detailed in measure
1853,Not Specified,Dihydrotestosterone(dht) levels changes over time,Not specified,Detailed in measure
1853,Not Specified,Thrombin time (tt),Not specified,Detailed in measure
1854,Not Specified,Local side effects,Not specified,Detailed in measure
1854,Not Specified,Systemic side effects,Not specified,Detailed in measure
1854,Not Specified,Unrecognized side effects,Not specified,Detailed in measure
1855,Not Specified,Covid 19 desease description,Not specified,Detailed in measure
1856,Not Specified,Infection rate,Not specified,Detailed in measure
1856,Not Specified,Hospitalization,Not specified,Detailed in measure
1856,Not Specified,Death,Not specified,Detailed in measure
1857,Not Specified,Acalabrutinib and acp 5862 plasma pk parameter: auc12h,Not specified,Detailed in measure
1857,Not Specified,Acalabrutinib and acp 5862 plasma pk parameter: auclast,Not specified,Detailed in measure
1857,Not Specified,Acalabrutinib and acp 5862 plasma pk parameter: cmax,Not specified,Detailed in measure
1857,Not Specified,"Type, frequency, severity, and relationship to study intervention of any treatment emergent aes or abnormalities of laboratory tests, saes, or aes leading to discontinuation of study intervention",Not specified,Detailed in measure
1857,Not Specified,Proportion of participants alive and free of respiratory failure at days 14 and 28,Not specified,Detailed in measure
1857,Not Specified,"Percent change in crp at days 3, 5, 7, 14, 28",From baseline,Detailed in measure
1857,Not Specified,"Time to improvement clinical improvement of ≥ 2 points(from first dose date)on a 9 point category ordinal scale or live discharge from the hospital or considered fit for discharge(a score of 0,1,or2 on the ordinal scale)whichever comes first,by day 28",Not specified,Detailed in measure
1858,Not Specified,The percentage of subjects who develop laboratory confirmed covid 19: with protocol defined progressive symptoms or are hospitalized or die,Not specified,Detailed in measure
1858,Not Specified,The percentage of subjects who develop symptomatic laboratory confirmed covid 19 infection,Not specified,Detailed in measure
1858,Not Specified,Mortality rate in subjects who develop laboratory confirmed covid19,Not specified,Detailed in measure
1858,Not Specified,Percent of subjects who are hospitalized due to having one or more predefined covid 19 symptoms and laboratory confirmed sars cov 2,Not specified,Detailed in measure
1858,Not Specified,"Percent of subjects who require mechanical ventilation, noninvasive ventilation, high flow nasal canula oxygen delivery or icu admission during the hospitalization for covid19",Not specified,Detailed in measure
1858,Not Specified,Safety and tolerability will be assessed by report of ae/saes,Not specified,Detailed in measure
1859,Not Specified,Mean change in viral titers of sars cov 2,Not specified,Detailed in measure
1859,Not Specified,Frequency of adverse effects of interest after nasal sprays,Not specified,Detailed in measure
1859,Not Specified,Frequency of symptoms related to sars cov 2,Not specified,Detailed in measure
1859,Not Specified,Compliance with study drug administration,Not specified,Detailed in measure
1859,Not Specified,Change in university of pennsylvania smell identification test (upsit),From baseline,Detailed in measure
1860,Not Specified,"The time of covid 19 viral clearance in medical healthcare workers and its relation to clinical presentation, severity among and resolution of symptoms",Not specified,Detailed in measure
1860,Not Specified,Knowledge and practice of infection control measures,Not specified,Detailed in measure
1861,Not Specified,Phase 2: change in antigen specific cellular immune response measured by interferon gamma (ifn γ) enzyme linked immunospot (elispot) assay,From baseline,Detailed in measure
1861,Not Specified,Phase 2: change in neutralizing antibody response measured by a pseudovirus based neutralization assay,From baseline,Detailed in measure
1861,Not Specified,Phase 3: percentage of participants with virologically confirmed covid 19 disease,Not specified,Detailed in measure
1861,Not Specified,Phase 2 and 3: percentage of participants with solicited and unsolicited injection site reactions,Not specified,Detailed in measure
1861,Not Specified,Phase 2 and 3: percentage of participants with solicited and unsolicited systemic adverse events (aes),Not specified,Detailed in measure
1861,Not Specified,Phase 2 and 3: percentage of participants with serious adverse events (saes),Not specified,Detailed in measure
1861,Not Specified,Phase 2 and 3: percentage of participants with adverse events of special interest (aesis),Not specified,Detailed in measure
1861,Not Specified,Phase 3: percentage of participants with death from all causes,Not specified,Detailed in measure
1861,Not Specified,Phase 3: percentage of participants with non severe covid 19 disease,Not specified,Detailed in measure
1861,Not Specified,Phase 3: percentage of participants with severe covid 19 disease,Not specified,Detailed in measure
1861,Not Specified,Phase 3: percentage of participants with death from covid 19 disease,Not specified,Detailed in measure
1861,Not Specified,Phase 3: percentage of participants with virologically confirmed sars cov 2 infections,Not specified,Detailed in measure
